,stock_code,corp_name,sector,product
74559,035900,JYP Ent.,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음 관련 제품
74560,150440,피노텍,소프트웨어 개발 및 공급업,"인터넷전자등기시스템, 비대면금융거래플랫폼, 로보카운슬링 솔루션, 비대면실명확인 솔루션, 대출간편이동서비스(싸니자로)"
74561,126700,하이비젼시스템,사진장비 및 광학기기 제조업,카메라모듈 제조검사용 장비
74600,036560,영풍정밀,일반 목적용 기계 제조업,"펌프, 밸브, 주물"
74619,244880,나눔테크,의료용 기기 제조업,"자동심장충격기, 골밀도진단기"
74684,001390,KG케미칼,기초 화학물질 제조업,"콘크리트혼화제, 비료, 친환경농자재, 수처리제"
74702,115310,인포바인,전기 통신업,휴대폰인증서보관서비스(UBIKey)
74708,002100,경농,"비료, 농약 및 살균, 살충제 제조업","완제농약(잡초약,살충제,살균제) 제조"
74723,007810,코리아써키트,전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대"
74737,068330,일신바이오,일반 목적용 기계 제조업,초저온냉동고및동결건조기
74748,003300,한일홀딩스,"시멘트, 석회, 플라스터 및 그 제품 제조업",지주사업
74762,011390,부산산업,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘 제조,판매"
74771,377030,맥스트,소프트웨어 개발 및 공급업,AR 개발 플랫폼/AR솔루션
74802,122690,서진오토모티브,자동차 신품 부품 제조업,"Clutch,Flywheel,Driveplate,Bearing,ATparts"
74806,000760,이화산업,기타 전문 도매업,"염료(반응성염료,분산염료,범용염료,직접염료,산성염료),염료화성품,합성수지,고무 도매,제조"
74812,012690,모나리자,기타 종이 및 판지 제품 제조업,"화장지,미용티슈 제조,도매"
74814,040160,누리플렉스,소프트웨어 개발 및 공급업,"지능형검침인프라(AMI),에너지관리시스템, 플랫폼 SW"
74815,138610,나이벡,의료용품 및 기타 의약 관련제품 제조업,"치아미백제,치과용 골이식재"
74816,078070,유비쿼스홀딩스,기타 금융업,"지주회사, 자회사관리, 부동산임대"
74818,109080,옵티시스,통신 및 방송 장비 제조업,광링크 모듈 등
74820,041460,한국전자인증,소프트웨어 개발 및 공급업,"개인용이메일 보안,인증업무,전자상거래관련 인증서비스/기업용 인증솔루션 제공"
74864,036090,위지트,특수 목적용 기계 제조업,LCD 반도체
74881,005290,동진쎄미켐,기초 화학물질 제조업,"반도체,LCD용재료(감광제,봉지제),발포제"
74884,058860,KTis,기타 정보 서비스업,"114전화번호안내, 고객센터"
74891,066270,에스케이커뮤니케이션즈,,
74893,236200,슈프리마,통신 및 방송 장비 제조업,바이오인식 관련 제품
74908,090350,노루페인트,기타 화학제품 제조업,페인트 제조
74916,194370,제이에스코퍼레이션,"가죽, 가방 및 유사제품 제조업",핸드백 및 지갑
74930,051160,지어소프트,소프트웨어 개발 및 공급업,"Mobile Solution & Platform, Internet GIS,  Mobile Service"
74934,391060,엔에이치스팩20호,금융 지원 서비스업,기업 인수합병
75007,042420,네오위즈홀딩스,소프트웨어 개발 및 공급업,지주사업
75016,340570,티앤엘,의료용품 및 기타 의약 관련제품 제조업,"창상치료재, 정형외과용 고정재"
75043,064960,SNT모티브,자동차 신품 부품 제조업,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매"
75045,004910,조광페인트,기타 화학제품 제조업,"도료(우레탄,에나멜,락카,특수도료) 제조,도매"
75046,082660,코스나인,기타 화학제품 제조업,화장품
75047,131970,두산테스나,"그외 기타 전문, 과학 및 기술 서비스업",반도체 테스트
75049,253590,네오셈,특수 목적용 기계 제조업,반도체 검사장비
75053,023350,한국종합기술,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,감리,측량/토목건축공사"
75054,083310,엘오티베큠,특수 목적용 기계 제조업,반도체제조용진공펌프
75056,013810,스페코,특수 목적용 기계 제조업,아스팔트믹싱플랜트
75057,357250,미래에셋맵스리츠,부동산 임대 및 공급업,부동산 임대업
75150,102950,아하,전자부품 제조업,"전자칠판, 전자교탁 등"
75153,090410,덕신하우징,"구조용 금속제품, 탱크 및 증기발생기 제조업",일체형 데크플레이트 등
75154,079370,제우스,특수 목적용 기계 제조업,LCD제조용장비
75155,001780,알루코,1차 비철금속 제조업,"알루미늄제품,샷시 제조"
75156,091340,S&K폴리텍,전자부품 제조업,고밀도폴리우레탄폼시트
75227,328380,솔트웨어,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",enView
75232,039740,한국정보공학,기타 전문 도매업,"그룹웨어, 자료관리시스템"
75235,084670,동양고속,육상 여객 운송업,고속버스 운송/부동산 임대
75249,009270,신원,봉제의복 제조업,"여성,남성의류,스웨터,의복관련 악세사리,사카린,망초 제조,판매,수출입/섬유의류 도매/신용카드업/의류전문 물류대행 및 임대사업"
75263,258790,소프트캠프,소프트웨어 개발 및 공급업,통합보안솔루션
75288,093380,풍강,기타 금속 가공제품 제조업,자동차용너트류
75298,001500,현대차증권,금융 지원 서비스업,"유가증권의매매,위탁매매,유가증권의 중개,대리/부동산 임대"
75299,017180,명문제약,의약품 제조업,"의약품(ROBAXIN 주사,KIMITE패취) 제조,판매"
75300,105740,디케이락,일반 목적용 기계 제조업,계장용 피팅 및 밸브
75301,032640,LG유플러스,전기 통신업,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공"
75308,053590,한국테크놀로지,가전제품 및 정보통신장비 소매업,신재생에너지관련장비
75311,049720,고려신용정보,기타 사업지원 서비스업,"채권추심, 신용조사"
75313,001770,SHD,1차 철강 제조업,"석도강판,표면처리강판 제조,임가공,판매"
75314,900100,애머릿지,자동차 부품 및 내장품 판매업,인터모달 신생 및 재생타이어
75317,218150,미래생명자원,동물용 사료 및 조제식품 제조업,동물용 사료 및 조제식품 제조업
75332,259630,엠플러스,특수 목적용 기계 제조업,이차전지 자동화 조립설비
75333,008800,행남사,,
75334,115570,스타플렉스,플라스틱제품 제조업,"광고용플렉스(조명용,비조명용)"
75335,002360,SH에너지화학,기초 화학물질 제조업,"합성수지(PS/EPS,ABS수지) 제조"
75336,108380,대양전기공업,선박 및 보트 건조업,"해상용 조명등기구, (함정용)전자시스템, 배전반류 등"
75337,078140,대봉엘에스,의약품 제조업,"원료의약품,화장품원료"
75343,009720,한국전기초자,,
75394,249420,일동제약,의약품 제조업,"아로나민, 후루마린, 큐란, 라비에트, 사미온 등"
75395,000230,일동홀딩스,의약품 제조업,"의약품 제조,도매"
75397,015360,예스코홀딩스,회사 본부 및 경영 컨설팅 서비스업,지주사업
75399,075130,플랜티넷,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",유해사이트차단서비스
75416,302430,이노메트리,특수 목적용 기계 제조업,엑스레이검사 장비
75465,083550,케이엠,기타 섬유제품 제조업,클린룸용Wiper
75466,141070,맥스로텍,,
75467,020760,일진디스플,반도체 제조업,"박막액정표시장치(TFT-LCD) 패널,LT(리튬탄탈에이트)웨이퍼,분말야금제품(초고압용공구),보석다이아몬드 제조,판매/종합건설"
75468,058610,에스피지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",소형 Geared Motor
75469,177830,파버나인,전자부품 제조업,"알루미늄 소재 TV 외관재(프레임, 스탠드)"
75471,208640,썸에이지,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업
75473,036010,아비코전자,전자부품 제조업,"인덕터, 저항기"
75497,331660,한국미라클피플사,기타 화학제품 제조업,"은나노스텝, 닥터오렌지 등"
75512,260970,에스앤디,기타 식품 제조업,"일반기능식품소재, 건강기능식품소재"
75551,046310,백금T&A,통신 및 방송 장비 제조업,레이더디텍터
75554,114570,지스마트글로벌,,
75585,005610,SPC삼립,기타 식품 제조업,"빵,아이스크림,과자,케익,유산균음료,인스턴트식품,병조림,면류,식용유 제조,판매"
75588,136480,하림,"도축, 육류 가공 및 저장 처리업","육계, 육계가공식품"
75589,236030,씨알푸드,"곡물가공품, 전분 및 전분제품 제조업","시리얼, 시리얼바"
75590,123410,코리아에프티,자동차 신품 부품 제조업,"캐니스터,플라스틱필러넥,의장부품"
75591,101160,월덱스,전자부품 제조업,반도체용링및전극
75592,119650,KC코트렐,일반 목적용 기계 제조업,전기집진기 등
75626,041440,현대에버다임,특수 목적용 기계 제조업,"콘크리트펌프트럭, 중장비개량사업"
75639,001530,디아이동일,상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출"
75640,099430,바이오플러스,기초 의약물질 및 생물학적 제제 제조업,"생체재료 개질 기술을 사용한 히알루론산(HA) 기반 더말필러, 유착방지제 및 그 응용제품"
75663,088130,동아엘텍,특수 목적용 기계 제조업,LCD검사장비
75667,083500,에프엔에스테크,특수 목적용 기계 제조업,"OLED, LCD 제조 공정 장비"
75678,005360,모나미,생활용품 도매업,"BP153(BALL POINT PEN), P-3000(PLUS PEN), 유성매직, 보드마카, 네임펜, PARKER, WARTERMAN, 색연필"
75692,413630,유진스팩8호,금융 지원 서비스업,기업인수합병
75696,442130,유진스팩9호,금융 지원 서비스업,기업인수합병
75730,003200,일신방직,방적 및 가공사 제조업,"면사,P/C혼방사,P/C혼방직물,화섬사 제조,수출"
75731,004000,롯데정밀화학,기초 화학물질 제조업,"염소·셀룰로스계열, 암모니아 계열, 전자재료 등 화학제품 제조"
75732,065940,바이오빌,,
75736,025950,동신건설,토목 건설업,토목
75737,100700,세운메디칼,의료용품 및 기타 의약 관련제품 제조업,"의료용구(체액배출기,도뇨관) 제조,도매,수출입"
75738,017390,서울도시가스,연료용 가스 제조 및 배관공급업,"도시가스공급,가스공급설비공사"
75739,131220,대한과학,기계장비 및 관련 물품 도매업,"의료, 정밀 및 연구실험기기 제조 및 유통"
75741,024120,KB오토시스,자동차 신품 부품 제조업,브레이크패드
75780,204020,그리티,봉제의복 제조업,"내의(원더브라, 플레이텍스, 미싱도로시, 르페)"
75797,007540,샘표,기타 금융업,"간장,된장,고추장 제조,가공,판매,무역"
75815,002310,아세아제지,"골판지, 종이 상자 및 종이용기 제조업","골판지원지,석고보드원지,크라프트원지,라이나원지,라이너지 제조,판매"
75840,084370,유진테크,특수 목적용 기계 제조업,실리콘질화막증착용LP-CVD
75879,417180,핑거스토리,기타 정보 서비스업,"웹툰, 디지털 만화, 웹소설"
75899,004890,동일산업,1차 철강 제조업,"봉강,합금철,철근,마봉강,냉간압조용선재,주조,지선,주강,다이아몬드공구 제조,도매"
75902,057030,YBM넷,교육지원 서비스업,"온라인교육, 수수료수입 등"
75903,036170,클라우드에어,반도체 제조업,LED패키지
75905,182400,엔케이맥스,기초 의약물질 및 생물학적 제제 제조업,"연구용 시약, NK Vue® KIT, SuperNK"
75973,051370,인터플렉스,전자부품 제조업,연성회로기판(Flexible PCB)
75974,185750,종근당,의약품 제조업,"딜라트렌,리피로우"
75975,004720,팜젠사이언스,의약품 제조업,의약품 외
75976,000650,천일고속,육상 여객 운송업,"고속버스운수(경부선,44개 노선),도로여객운수업,운수창고업,유류판매,부동산 임대"
75977,012630,HDC,기타 금융업,"토목공사,건축공사,아파트분양사업,재개발/재건축사업"
75978,128540,에코캡,자동차 신품 부품 제조업,"자동차 부품(전선, 케이블, 벌브소켓, LED 등)"
75979,004920,씨아이테크,그외 기타 제품 제조업,"컴퓨터 소프트웨어,하드웨어 서버,도매"
75980,073070,에이팸,,
75981,122640,예스티,특수 목적용 기계 제조업,반도체 및 디스플레이 제조 장비
76006,004560,현대비앤지스틸,1차 철강 제조업,"스텐레스냉연강판,특수강 제조"
76032,204630,스튜디오산타클로스,창작 및 예술관련 서비스업,창작 및 예술관련 서비스업
76042,248170,샘표식품,기타 식품 제조업,간장
76077,302440,SK바이오사이언스,기초 의약물질 및 생물학적 제제 제조업,백신 제품 및 제제
76080,032620,유비케어,소프트웨어 개발 및 공급업,"의사랑,유팜,미소몰"
76119,258830,세종메디칼,의료용 기기 제조업,복강경수술용 투관침 등
76144,005740,크라운해태홀딩스,기타 금융업,"비스켓,쵸코렛,사탕,웨이퍼 제조,도매"
76151,031330,에스에이엠티,기계장비 및 관련 물품 도매업,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업"
76159,000850,화천기공,특수 목적용 기계 제조업,"CNC선반,CNC밀링,연마기(금속공작기계),MC공작기계,COPY밀링기계,주방품 제조,도매"
76162,264900,크라운제과,기타 식품 제조업,"비스킷, 스낵, 당과"
76163,100030,인지소프트,소프트웨어 개발 및 공급업,"금융솔루션,동기화솔루션"
76164,085670,뉴프렉스,전자부품 제조업,연성인쇄회로기판
76166,036810,에프에스티,전자부품 제조업,"펠리클(반도체부품), 칠러장비, 반도체유통"
76167,000660,SK하이닉스,반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매"
76168,011370,서한,건물 건설업,"건축, 토목"
76169,430460,한화플러스제3호스팩,금융 지원 서비스업,기업 인수 합병
76170,067080,대화제약,의약품 제조업,"후로스판, 세파메칠 등"
76171,196700,웹스,합성고무 및 플라스틱 물질 제조업,"기능성 컴파운드, 건축외장자재"
76172,006140,피제이전자,의료용 기기 제조업,EMS Business(의료용기기제조외)
76196,084850,아이티엠반도체,전자부품 제조업,배터리 보호회로
76230,252500,세화피앤씨,기타 화학제품 제조업,염모제  등
76240,127980,화인써키트,전자부품 제조업,인쇄회로기판(PCB)
76243,006730,서부T&D,일반 및 생활 숙박시설 운영업,석유류판매
76244,019540,일지테크,자동차 신품 부품 제조업,"차체(라지에타, 팩케이지, 씨트 크로스, 대쉬 판넬)"
76245,053610,프로텍,특수 목적용 기계 제조업,"Dispenser, Tray Feeder, 공압실린더"
76248,080720,한국유니온제약,의약품 제조업,"항생제, 순환기계, 근골격계, 소화기계류 완제의약품"
76249,173940,에프엔씨엔터,창작 및 예술관련 서비스업,"콘서트, 음반/음원"
76250,080470,성창오토텍,자동차 신품 부품 제조업,"차량용 에어컨필터, 차량용인버터 등"
76266,076340,관악산업,기반조성 및 시설물 축조관련 전문공사업,"수중공사, 준설공사 등"
76272,141000,비아트론,특수 목적용 기계 제조업,AMOLED 등 제조장비
76286,036710,심텍홀딩스,통신 및 방송 장비 제조업,반도체용 인쇄회로기판
76292,212560,네오오토,자동차 신품 부품 제조업,"피니언 기어, 디프 어셈블리, 대형기어"
76322,229500,노브메타파마,자연과학 및 공학 연구개발업,대사질환 신약 개발 및 건강기능식픔
76323,101000,상상인인더스트리,특수 목적용 기계 제조업,"선박용 크레인,선박구성부품,선박의장품,철구조물 제조/철판 도매/부동산 임대"
76326,087730,이엠네트웍스,,
76334,261780,차백신연구소,자연과학 및 공학 연구개발업,백신 및 면역증강제 등
76336,002350,넥센타이어,고무제품 제조업,"타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조"
76337,003410,쌍용씨앤이,"시멘트, 석회, 플라스터 및 그 제품 제조업",시멘트(크링카)
76421,440820,엔에이치스팩27호,금융 지원 서비스업,기타 금융 지원 서비스업
76430,272450,진에어,항공 여객 운송업,"여객, 화물 등 항공운송"
76435,336260,두산퓨얼셀,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",연료전지
76443,025750,한솔홈데코,제재 및 목재 가공업,"PB,MDF,바닥재,강화,재생목재,LPM,제재목 제조,도소매,무역/임업,벌목관련 사업"
76459,215100,로보로보,기타 전기장비 제조업,교육용로봇
76490,161580,필옵틱스,특수 목적용 기계 제조업,디스플레이 및 반도체 제조공정용 제작
76506,297570,알로이스,통신 및 방송 장비 제조업,안드로이드 OTT 멀티미디어 디바이스
76519,025870,신라에스지,음·식료품 및 담배 도매업,수산물도매
76522,120240,대정화금,기초 화학물질 제조업,"시약, 원료의약품"
76523,098460,고영,특수 목적용 기계 제조업,전자제품및반도체생산용 3차원 납도포검사장비
76524,094840,슈프리마에이치큐,통신 및 방송 장비 제조업,지문인식솔루션및시스템
76559,092780,동양피스톤,자동차용 엔진 및 자동차 제조업,자동차엔진용 피스톤
76583,012760,하스코,,
76612,001490,천지산업,,
76619,017940,E1,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매"
76620,007330,푸른저축은행,은행 및 저축기관,대출이자
76623,138040,메리츠금융지주,기타 금융업,투자사업
76628,057500,에스케이엔펄스,,
76630,112040,위메이드,소프트웨어 개발 및 공급업,"미르의전설2, 미르4"
76643,435620,하나금융25호스팩,금융 지원 서비스업,기업인수합병
76647,019560,한국투자파트너스,,
76652,265740,엔에프씨,기타 화학제품 제조업,화장품 원료 제조 및 판매
76659,298690,에어부산,항공 여객 운송업,항공 여객 및 화물 운송
76660,004940,하나은행,,
76702,439410,엔에이치스팩26호,금융 지원 서비스업,기타 금융 지원 서비스업
76707,438580,엔에이치스팩25호,금융 지원 서비스업,기업인수합병
76716,237690,에스티팜,의약품 제조업,원료의약품
76717,017670,SK텔레콤,전기 통신업,"이동전화,무선호출서비스,부가통신"
76729,383800,LX홀딩스,기타 금융업,지주회사
76802,215600,신라젠,자연과학 및 공학 연구개발업,펙사벡(바이러스 항암면역치료제)
76808,053270,구영테크,자동차 신품 부품 제조업,엔진 브라켓(Engine Bracket) 등
76810,011810,STX,상품 종합 도매업,"에너지 원료(석탄,석유),산업기자재(기계부품) 도매"
76811,021650,한국큐빅,플라스틱제품 제조업,Curl Fit(표면처리사업)
76812,069410,엔텔스,소프트웨어 개발 및 공급업,운용지원솔루션
76813,017960,한국카본,"구조용 금속제품, 탱크 및 증기발생기 제조업","탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매"
76857,243840,신흥에스이씨,일차전지 및 축전지 제조업,"2차전지용 안전 부품(Cap Assembly, CID)"
76880,079550,LIG넥스원,무기 및 총포탄 제조업,정밀유도무기 등
76881,011000,진원생명과학,의약품 제조업,플라스미드
76882,042700,한미반도체,특수 목적용 기계 제조업,"반도체 후공정장비,반도체금형 제조/부동산 매매,임대"
76885,311060,엘에이티,특수 목적용 기계 제조업,"In-Line Sputter, OLED 패널 청정물류 이송 장비 등"
76892,006260,LS,기타 금융업,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매"
76895,272210,한화시스템,전자부품 제조업,"정밀기기(육해공군관련전자제어시스템,열영상감시장비,탐지추적장치,전투지휘체계시스템) 제조"
76896,067000,조이시티,소프트웨어 개발 및 공급업,온라인게임(프리스타일농구)
76897,006840,AK홀딩스,기타 금융업,지주사업
76898,112190,KC산업,"시멘트, 석회, 플라스터 및 그 제품 제조업",철강보강콘크리트제품
76902,294870,HDC현대산업개발,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등"
76937,060720,KH바텍,전자부품 제조업,"휴대폰부품(SHIELD, BRACKET)"
77007,045100,한양이엔지,"건축기술, 엔지니어링 및 관련 기술 서비스업",반도체배관설비
77029,278280,천보,기초 화학물질 제조업,"디스플레이 소재, 반도체 공정 소재, 2차전지 소재, 의약품 소재, 정밀화학 소재"
77068,071970,STX중공업,일반 목적용 기계 제조업,"조선기자재, 기계부품"
77073,039240,경남스틸,1차 철강 제조업,"냉연강판,아연도강판, 산세코일, 열연아연도금강판, 전기아연도금강판 등"
77076,003350,한국화장품제조,기타 화학제품 제조업,"화장품(OEM,ODM)"
77078,001680,대상,기타 식품 제조업,"전분,라이신,물엿,과당,포도당,MSG및 사료,조미료,항생제,핵산,커피 제조,도매/토목공사,건축공사"
77079,066620,국보디자인,실내건축 및 건축마무리 공사업,인테리어디자인
77080,100790,미래에셋벤처투자,기타 금융업,중소기업 창업투자 관련 고유계정/투자조합 관련 수익
77081,136540,윈스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","네크워크보안장비(IPS, 안티 DDoS)"
77082,046940,우원개발,기반조성 및 시설물 축조관련 전문공사업,토공사
77083,084690,대상홀딩스,기타 금융업,지주회사
77155,044960,이글벳,기타 전문 도매업,"아바텍,아목사실린사 등"
77157,054410,케이피티유,기타 금속 가공제품 제조업,"Vacuum Treatment, Plasma Surface Treatment"
77161,089030,테크윙,특수 목적용 기계 제조업,"반도체테스트핸들러,C.O.K(Change Over Kit)"
77162,090150,아이윈,자동차 신품 부품 제조업,시트히터
77192,417310,코람코더원리츠,부동산 임대 및 공급업,서울 영등포구 여의도 소재 하나금융투자 빌딩
77209,017000,신원종합개발,건물 건설업,토건
77218,260660,알리코제약,의료용품 및 기타 의약 관련제품 제조업,완제 의약품
77227,002240,고려제강,1차 철강 제조업,"PC강선,선재 2차제품,와이어로프,비드와이어,SC(Surpass Coat) Stand,각종선재 제조,도매"
77248,376290,씨유테크,전자부품 제조업,"휴대폰, 전장 등 실장부품"
77264,365270,큐라클,자연과학 및 공학 연구개발업,혈관질환치료제 등
77281,025440,DH오토웨어,영상 및 음향기기 제조업,카멀티미디어 및 TFT-LCD 부품제조..
77282,351340,아이비케이에스제13호기업인수목적,,
77311,250930,예선테크,플라스틱제품 제조업,기업인수합병
77313,376980,원티드랩,소프트웨어 개발 및 공급업,채용 플랫폼
77326,046890,서울반도체,반도체 제조업,"Display, Chip LED, Lamp"
77327,094970,제이엠티,전자부품 제조업,LCD패널용PBA
77328,016600,큐캐피탈,기타 금융업,"사모투자(PEF),벤처투자"
77329,040610,SG&G,기타 운송관련 서비스업,생활정보신문
77331,101730,위메이드맥스,소프트웨어 개발 및 공급업,실크로드 온라인
77332,086900,메디톡스,기초 의약물질 및 생물학적 제제 제조업,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발"
77333,222800,심텍,전자부품 제조업,반도체용 인쇄회로기판
77334,009290,광동제약,의약품 제조업,"의약품,식음료 제조,도매"
77335,069080,웹젠,소프트웨어 개발 및 공급업,3D 온라인게임 '뮤(MU)'
77337,009410,태영건설,토목 건설업,"종합건설업(토목공사,도로공사,건축공사,관급공사,환경공사,상하수도공사,하수종말처리공사)/부동산 임대,매매"
77338,300720,한일시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 레미탈"
77385,025320,시노펙스,전자부품 제조업,"전자부품, 필터"
77397,419540,비스토스,의료용 기기 제조업,환자 및 태아감시장치
77438,204610,티쓰리,소프트웨어 개발 및 공급업,온라인 및 모바일 게임 등
77440,214270,FSN,소프트웨어 개발 및 공급업,카울리
77447,440790,교보13호스팩,금융 지원 서비스업,기업 인수 및 합병
77448,403550,쏘카,운송장비 임대업,"카셰어링, 모빌리티 플랫폼 등"
77481,037350,성도이엔지,"건축기술, 엔지니어링 및 관련 기술 서비스업","반도체크린룸 시공, 반도체장비제조"
77491,039440,에스티아이,특수 목적용 기계 제조업,"Chemical 중앙공급시스템(C.C.S.S), 세정·식각시스템"
77512,214370,케어젠,기초 의약물질 및 생물학적 제제 제조업,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품"
77547,007860,서연,기타 금융업,"자동차부품(승용차내장품-도어트림,헤드라이닝,승용차시트) 제조,도매"
77580,151910,SBW생명과학,전자부품 제조업,"Blue Filter, IR Filter, Camera Module"
77587,041590,플래스크,실내건축 및 건축마무리 공사업,"실내건축, 에너지저장시스템"
77615,117580,대성에너지,연료용 가스 제조 및 배관공급업,천연가스
77648,096350,대창솔루션,"구조용 금속제품, 탱크 및 증기발생기 제조업",내연기관구조재(선박엔진용MBS)
77650,377300,카카오페이,금융 지원 서비스업,"간편결제, 간편송금 및 기타 금융서비스"
77655,016830,한국씨티은행,,
77656,000080,하이트진로,알코올음료 제조업,소주
77665,254120,자비스,특수 목적용 기계 제조업,자동엑스레이검사장비
77667,047560,이스트소프트,소프트웨어 개발 및 공급업,"온라인게임(카발온라인),알툴즈S/W,스토리지S/W"
77676,225430,케이엠제약,기타 화학제품 제조업,"구강제품, 화장품,기타 생활용품"
77694,448780,마이크로엔엑스,의료용 기기 제조업,의료용구(전동기)
77700,036640,HRS,합성고무 및 플라스틱 물질 제조업,실리콘 컴파운드제품 제조
77722,084110,휴온스글로벌,의약품 제조업,의약품제조업
77725,100660,서암기계공업,일반 목적용 기계 제조업,"공작기계부품(정밀기어,척),산업기계 제조부동산 임대"
77726,006370,대구백화점,종합 소매업,"백화점운영,임대사업(백화점 코너)"
77728,064760,티씨케이,기타 비금속 광물제품 제조업,반도체 제조공정용 고순도 흑연제품
77751,263700,케어랩스,광고업,"헬스케어 미디어플랫폼, 헬스케어 디지털마케팅, 헬스케어 솔루션"
77758,140670,알에스오토메이션,전자부품 제조업,"모션제어기, 드라이브, 에너지제어장치"
77764,039010,현대에이치티,통신 및 방송 장비 제조업,스마트홈 제조
77765,010820,퍼스텍,무기 및 총포탄 제조업,"방위산업제품,프린터,불소화합물,자동차용 매트 제조/얼굴인식시스템 개발"
77780,012750,에스원,"경비, 경호 및 탐정업","부가통신 서비스(경비),안전관리용역,CCTV카메라"
77781,111870,KH 전자,영상 및 음향기기 제조업,"이어폰,헤드폰,키패드"
77782,082640,동양생명,보험업,생명보험
77783,049480,오픈베이스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","트래픽솔루션(웹스위치,트래픽서버)"
77784,000120,CJ대한통운,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting"
77785,004800,효성,기타 금융업,"스판덱스,합성원사,나일론,폴리에스터,타이어코드지,PET병,수지제품,중전기제품(변압기,차단기),사무용기계,컴퓨터 제조/건축공사"
77802,004430,송원산업,기타 화학제품 제조업,"폴리머첨가제(PVC안정제,산화방지제),폴리우레탄수지,프라스틱첨가제 제조"
77813,368600,아이씨에이치,그외 기타 제품 제조업,스마트기기용 필름형 안테나
77815,376930,노을,의료용 기기 제조업,융복합 체외진단 플랫폼
77824,058110,멕아이씨에스,의료용 기기 제조업,인공호흡기
77846,003690,코리안리,재 보험업,금융보험/부동산 임대
77861,005280,부산은행,,
77862,060000,국민은행,,
77876,018470,조일알미늄,1차 비철금속 제조업,"알루미늄판 제조,도매"
77925,323410,카카오뱅크,은행 및 저축기관,은행 및 금융서비스
77930,004170,신세계,종합 소매업,"백화점,할인점(E마트)"
77940,118990,모트렉스,자동차 신품 부품 제조업,차량용 인포테인먼트
77996,100220,비상교육,"서적, 잡지 및 기타 인쇄물 출판업","참고서 출판/소프트웨어 개발,공급"
77997,115500,케이씨에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터시스템 통합 구축 및 철도 도로 교통인프라
77998,000390,삼화페인트공업,기타 화학제품 제조업,"건축용페인트,공업용페인트,분체도료 등 제조"
77999,341170,퓨쳐메디신,자연과학 및 공학 연구개발업,뉴클레오사이드 유도체 기반 합성의약품
78060,003830,대한화섬,화학섬유 제조업,"화학섬유원사(FY,PTY,S.FIBER)제조"
78068,032280,삼일,도로 화물 운송업,운송 및 하역수입
78088,039290,인포뱅크,기타 정보 서비스업,"모바일메시징서비스,휴대폰단말기용S/W개발용역"
78090,195870,해성디에스,전자부품 제조업,반도체 패키지용 Substrate
78096,093190,빅솔론,컴퓨터 및 주변장치 제조업,"POS용프린터,프린팅메카니즘"
78097,344050,신영해피투모로우제6호기업인수목적,,
78120,281820,케이씨텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체, 디스플레이 제조 장비"
78124,032190,다우데이타,기계장비 및 관련 물품 도매업,"Autodesk 제품군 및 보안, 백신 소프트웨어 등"
78129,006400,삼성SDI,일차전지 및 축전지 제조업,"2차전지, 전자재료 제조 판매"
78130,192530,광주은행,,
78132,137310,에스디바이오센서,의료용 기기 제조업,STANDARD Q 항원/항체 진단키트(COVID-19 진단키트)
78133,052510,에코솔루션,,
78134,145990,삼양사,기타 식품 제조업,설탕
78136,000070,삼양홀딩스,기타 금융업,"지주회사,경영자문컨설팅"
